Transaction No,Customer ID,Date,Amount
1814,sriha@yahoo.ca,31/10/18,240
1815,dbindel@gmail.com,10/02/18,168
1816,dbindel@gmail.com,11/04/18,168
1817,smallpaul@me.com,22/02/17,270
1818,smallpaul@me.com,23/04/17,270
1819,njpayne@gmail.com,10/09/16,150
1820,njpayne@gmail.com,09/11/16,150
1821,lridener@sbcglobal.net,15/06/17,195
1822,lridener@sbcglobal.net,23/08/17,195
1823,russotto@msn.com,23/05/17,291
1824,russotto@msn.com,22/07/17,291
1825,tsuruta@msn.com,06/10/16,246
1826,devphil@outlook.com,23/02/18,180
1827,devphil@outlook.com,24/04/18,180
1828,dodong@msn.com,19/12/16,198
1829,dodong@msn.com,17/02/17,198
1830,boftx@gmail.com,06/06/18,153
1831,boftx@gmail.com,05/08/18,153
1832,kaiser@gmail.com,02/03/18,126
1833,kaiser@gmail.com,10/05/18,126
1834,granboul@live.com,13/05/17,210
1835,granboul@live.com,12/07/17,210
1836,british@verizon.net,05/08/17,141
1837,starstuff@comcast.net,16/02/18,135
1838,skythe@gmail.com,21/11/16,279
1839,skythe@gmail.com,20/01/17,279
1840,sscorpio@outlook.com,11/11/17,195
1841,msroth@icloud.com,12/05/17,156
1842,msroth@icloud.com,11/07/17,156
1843,portele@optonline.net,08/03/17,180
1844,portele@optonline.net,16/05/17,180
1845,farber@outlook.com,08/06/17,252
1846,webinc@icloud.com,08/07/17,150
1847,webinc@icloud.com,06/09/17,150
1848,isotopian@yahoo.ca,11/08/17,297
1849,isotopian@yahoo.ca,10/10/17,297
1850,skajan@att.net,31/03/18,198
1851,portscan@aol.com,01/01/17,297
1852,portscan@aol.com,11/03/17,297
1853,cremonini@msn.com,28/08/17,210
1854,ylchang@yahoo.ca,16/04/18,294
1855,ylchang@yahoo.ca,15/06/18,294
1856,draper@sbcglobal.net,28/07/18,126
1857,draper@sbcglobal.net,05/10/18,126
1858,helger@verizon.net,29/03/17,285
1859,helger@verizon.net,28/05/17,285
1860,webteam@me.com,26/07/18,180
1861,webteam@me.com,03/10/18,180
1862,hutton@aol.com,15/01/17,210
1863,hutton@aol.com,25/03/17,210
1864,helger@hotmail.com,28/01/17,228
1865,helger@hotmail.com,07/04/17,228
1866,noahb@icloud.com,20/04/17,243
1867,noahb@icloud.com,28/06/17,243
1868,jusdisgi@comcast.net,12/01/17,291
1869,jusdisgi@comcast.net,22/03/17,291
1870,preneel@msn.com,18/02/17,171
1871,guialbu@mac.com,08/02/18,126
1872,guialbu@mac.com,18/04/18,126
1873,aglassis@icloud.com,09/06/17,129
1874,aglassis@icloud.com,08/08/17,129
1875,padme@sbcglobal.net,23/08/18,297
1876,padme@sbcglobal.net,22/10/18,297
1877,schumer@aol.com,28/11/16,186
1878,schumer@aol.com,27/01/17,186
1879,matsn@sbcglobal.net,29/10/17,192
1880,matsn@sbcglobal.net,28/12/17,192
1881,aprakash@aol.com,18/09/17,237
1882,aprakash@aol.com,17/11/17,237
1883,crandall@mac.com,31/07/17,153
1884,hellfire@icloud.com,10/02/18,135
1885,hellfire@icloud.com,11/04/18,135
1886,elflord@gmail.com,04/02/17,228
1887,elflord@gmail.com,14/04/17,228
1888,research@yahoo.com,14/04/17,297
1889,research@yahoo.com,22/06/17,297
1890,milton@outlook.com,28/09/18,105
1891,dburrows@att.net,02/02/17,255
1892,dburrows@att.net,03/04/17,255
1893,barnett@mac.com,07/05/17,186
1894,barnett@mac.com,06/07/17,186
1895,esasaki@live.com,03/05/18,213
1896,esasaki@live.com,02/07/18,213
1897,noahb@outlook.com,27/12/17,207
1898,steve@att.net,10/10/17,267
1899,steve@att.net,09/12/17,267
1900,world@mac.com,03/01/17,144
1901,world@mac.com,04/03/17,144
1902,bsikdar@att.net,16/09/16,108
1903,webteam@aol.com,10/07/17,264
1904,webteam@aol.com,08/09/17,264
1905,plover@icloud.com,15/03/18,90
1906,plover@icloud.com,14/05/18,90
1907,adamk@mac.com,19/09/16,249
1908,adamk@mac.com,18/11/16,249
1909,jguyer@mac.com,18/09/18,279
1910,dpitts@outlook.com,29/04/17,138
1911,dpitts@outlook.com,07/07/17,138
1912,dunstan@me.com,03/06/17,99
1913,dunstan@me.com,02/08/17,99
1914,hahsler@sbcglobal.net,11/10/17,123
1915,hahsler@sbcglobal.net,10/12/17,123
1916,yumpy@live.com,16/10/16,282
1917,library@live.com,26/04/18,213
1918,library@live.com,25/06/18,213
1919,sthomas@gmail.com,10/08/18,120
1920,bmorrow@icloud.com,09/08/17,297
1921,preneel@me.com,24/04/18,162
1922,preneel@me.com,02/07/18,162
1923,jfmulder@verizon.net,25/12/17,198
1924,jfmulder@verizon.net,23/02/18,198
1925,tubajon@comcast.net,27/01/18,150
1926,tubajon@comcast.net,28/03/18,150
1927,parksh@hotmail.com,13/08/18,192
1928,tezbo@comcast.net,20/10/16,189
1929,seurat@yahoo.ca,25/12/17,132
1930,seurat@yahoo.ca,04/03/18,132
1931,saridder@live.com,18/09/17,162
1932,saridder@live.com,26/11/17,162
1933,bsikdar@hotmail.com,22/10/17,267
1934,bsikdar@hotmail.com,21/12/17,267
1935,forsberg@live.com,29/09/16,114
1936,froodian@hotmail.com,10/11/16,138
1937,froodian@hotmail.com,09/01/17,138
1938,raines@comcast.net,01/10/16,105
1939,raines@comcast.net,09/12/16,105
1940,rcwil@outlook.com,16/05/18,114
1941,rcwil@outlook.com,15/07/18,114
1942,sthomas@sbcglobal.net,04/04/18,210
1943,sthomas@sbcglobal.net,03/06/18,210
1944,sarahs@comcast.net,21/10/16,294
1945,sarahs@comcast.net,20/12/16,294
1946,raides@msn.com,29/07/18,258
1947,raides@msn.com,27/09/18,258
1948,aukjan@me.com,22/09/16,264
1949,chaki@hotmail.com,07/06/17,90
1950,chaki@hotmail.com,06/08/17,90
1951,cderoove@live.com,10/04/18,177
1952,cderoove@live.com,18/06/18,177
1953,granboul@live.com,23/04/17,138
1954,granboul@live.com,22/06/17,138
1955,hutton@optonline.net,13/02/18,246
1956,hutton@optonline.net,14/04/18,246
1957,sagal@outlook.com,25/04/18,186
1958,sagal@outlook.com,24/06/18,186
1959,noticias@outlook.com,15/01/17,105
1960,noticias@outlook.com,16/03/17,105
1961,retoh@mac.com,29/03/17,207
1962,retoh@mac.com,06/06/17,207
1963,leakin@att.net,25/06/17,90
1964,leakin@att.net,24/08/17,90
1965,jipsen@live.com,06/05/18,123
1966,pgolle@optonline.net,11/09/16,192
1967,ngedmond@msn.com,09/03/17,123
1968,ngedmond@msn.com,08/05/17,123
1969,gommix@mac.com,09/09/16,153
1970,lydia@hotmail.com,29/07/18,93
1971,lydia@hotmail.com,27/09/18,93
1972,juerd@me.com,11/10/16,150
1973,formis@yahoo.ca,03/12/16,147
1974,formis@yahoo.ca,10/02/17,147
1975,lauronen@icloud.com,11/07/18,132
1976,lauronen@icloud.com,09/09/18,132
1977,neonatus@comcast.net,12/04/18,171
1978,neonatus@comcast.net,11/06/18,171
1979,daveed@comcast.net,14/02/17,261
1980,punkis@aol.com,17/11/16,294
1981,punkis@aol.com,16/01/17,294
1982,malin@msn.com,24/06/17,246
1983,malin@msn.com,01/09/17,246
1984,grady@att.net,04/03/17,231
1985,grady@att.net,12/05/17,231
1986,barlow@comcast.net,20/05/17,291
1987,barlow@comcast.net,19/07/17,291
1988,mleary@live.com,29/10/17,144
1989,sravani@sbcglobal.net,26/01/18,288
1990,sravani@sbcglobal.net,27/03/18,288
1991,rnewman@outlook.com,13/10/16,177
1992,rnewman@outlook.com,21/12/16,177
1993,jorgb@aol.com,15/09/17,273
1994,jorgb@aol.com,14/11/17,273
1995,tarreau@yahoo.com,26/04/17,123
1996,neuffer@mac.com,04/04/17,198
1997,neuffer@mac.com,03/06/17,198
1998,rhavyn@sbcglobal.net,29/08/18,264
1999,rbarreira@sbcglobal.net,14/04/17,288
2000,rbarreira@sbcglobal.net,13/06/17,288
2001,hermes@optonline.net,08/07/18,255
2002,hermes@optonline.net,06/09/18,255
2003,gamma@yahoo.com,01/06/18,189
2004,gamma@yahoo.com,09/08/18,189
2005,isaacson@att.net,27/02/18,150
2006,isaacson@att.net,07/05/18,150
2007,meinkej@optonline.net,13/06/18,177
2008,helger@hotmail.com,09/03/18,234
2009,helger@hotmail.com,08/05/18,234
2010,valdez@me.com,03/02/18,240
2011,valdez@me.com,13/04/18,240
2012,lishoy@gmail.com,23/04/17,294
2013,lishoy@gmail.com,22/06/17,294
2014,caronni@mac.com,23/10/17,279
2015,pkplex@msn.com,02/01/17,255
2016,mgreen@att.net,10/03/17,108
2017,mgreen@att.net,09/05/17,108
2018,moxfulder@outlook.com,23/07/18,237
2019,moxfulder@outlook.com,21/09/18,237
2020,harryh@msn.com,26/10/17,195
2021,harryh@msn.com,25/12/17,195
2022,druschel@optonline.net,23/12/17,147
2023,druschel@optonline.net,21/02/18,147
2024,moonlapse@yahoo.ca,11/01/18,282
2025,moonlapse@yahoo.ca,12/03/18,282
2026,staffelb@mac.com,05/11/16,171
2027,staffelb@mac.com,13/01/17,171
2028,pfitza@comcast.net,01/05/18,156
2029,plover@outlook.com,02/03/18,300
2030,plover@outlook.com,01/05/18,300
2031,debest@me.com,28/09/17,249
2032,debest@me.com,27/11/17,249
2033,saridder@icloud.com,01/08/18,219
2034,dgriffith@msn.com,20/12/16,219
2035,dgriffith@msn.com,18/02/17,219
2036,aprakash@me.com,20/07/17,279
2037,aprakash@me.com,18/09/17,279
2038,miltchev@yahoo.ca,15/06/18,261
2039,drolsky@sbcglobal.net,11/02/17,162
2040,drolsky@sbcglobal.net,12/04/17,162
2041,bjoern@yahoo.com,27/02/18,249
2042,bjoern@yahoo.com,07/05/18,249
2043,scitext@live.com,05/02/18,216
2044,scitext@live.com,15/04/18,216
2045,seurat@msn.com,18/12/16,225
2046,dwsauder@outlook.com,12/10/17,186
2047,chaffar@yahoo.ca,20/07/17,123
2048,chaffar@yahoo.ca,18/09/17,123
2049,alias@icloud.com,10/10/17,243
2050,alias@icloud.com,09/12/17,243
2051,neuffer@live.com,15/07/18,174
2052,neuffer@live.com,13/09/18,174
2053,bmidd@att.net,16/06/18,159
2054,bmidd@att.net,15/08/18,159
2055,quantaman@optonline.net,05/07/18,177
2056,parkes@optonline.net,01/11/17,216
2057,parkes@optonline.net,09/01/18,216
2058,mkearl@msn.com,16/02/17,153
2059,mkearl@msn.com,26/04/17,153
2060,vlefevre@me.com,02/10/18,165
2061,chunzi@gmail.com,05/01/17,216
2062,chunzi@gmail.com,06/03/17,216
2063,earmstro@comcast.net,02/03/18,132
2064,earmstro@comcast.net,01/05/18,132
2065,dalamb@me.com,27/09/16,153
2066,arebenti@sbcglobal.net,11/02/18,213
2067,arebenti@sbcglobal.net,12/04/18,213
2068,qrczak@hotmail.com,11/03/18,132
2069,qrczak@hotmail.com,10/05/18,132
2070,frosal@mac.com,14/05/17,213
2071,frosal@mac.com,13/07/17,213
2072,dieman@gmail.com,06/07/18,267
2073,dieman@gmail.com,04/09/18,267
2074,timlinux@optonline.net,09/07/17,225
2075,timlinux@optonline.net,07/09/17,225
2076,ubergeeb@optonline.net,04/03/17,240
2077,ubergeeb@optonline.net,03/05/17,240
2078,kawasaki@mac.com,10/07/18,279
2079,kawasaki@mac.com,08/09/18,279
2080,zwood@att.net,01/06/17,144
2081,djpig@mac.com,30/03/18,288
2082,djpig@mac.com,29/05/18,288
2083,world@mac.com,28/06/17,204
2084,world@mac.com,27/08/17,204
2085,fukuchi@gmail.com,14/08/17,237
2086,fukuchi@gmail.com,22/10/17,237
2087,ingolfke@outlook.com,14/01/18,117
2088,warrior@hotmail.com,21/12/17,225
2089,warrior@hotmail.com,19/02/18,225
2090,dougj@outlook.com,10/07/17,123
2091,dougj@outlook.com,08/09/17,123
2092,bjoern@yahoo.com,24/10/16,273
2093,bjoern@yahoo.com,23/12/16,273
2094,cisugrad@sbcglobal.net,07/08/17,96
2095,schumer@att.net,19/02/18,99
2096,schumer@att.net,20/04/18,99
2097,hellfire@yahoo.com,17/08/18,270
2098,hellfire@yahoo.com,16/10/18,270
2099,hauma@outlook.com,29/08/16,279
2100,vganesh@aol.com,01/12/17,243
2101,vganesh@aol.com,30/01/18,243
2102,stecoop@yahoo.ca,10/10/16,198
2103,amichalo@mac.com,07/08/18,228
2104,amichalo@mac.com,06/10/18,228
2105,chunzi@outlook.com,10/09/17,177
2106,kayvonf@outlook.com,07/05/17,255
2107,kayvonf@outlook.com,06/07/17,255
2108,enintend@optonline.net,23/09/16,99
2109,enintend@optonline.net,22/11/16,99
2110,jsbach@att.net,28/12/17,189
2111,helger@hotmail.com,27/08/18,246
2112,helger@hotmail.com,26/10/18,246
2113,violinhi@optonline.net,21/01/18,279
2114,violinhi@optonline.net,31/03/18,279
2115,rhavyn@sbcglobal.net,07/11/16,297
2116,rhavyn@sbcglobal.net,06/01/17,297
2117,pajas@msn.com,21/09/16,159
2118,pajas@msn.com,20/11/16,159
2119,sisyphus@aol.com,20/09/17,174
2120,arachne@comcast.net,26/01/17,150
2121,arachne@comcast.net,27/03/17,150
2122,johnh@icloud.com,04/12/16,99
2123,johnh@icloud.com,02/02/17,99
2124,campware@yahoo.ca,04/12/16,174
2125,kenja@msn.com,17/06/18,216
2126,kenja@msn.com,25/08/18,216
2127,yenya@gmail.com,09/11/17,219
2128,yenya@gmail.com,17/01/18,219
2129,juliano@att.net,02/02/18,222
2130,clkao@comcast.net,10/04/17,201
2131,clkao@comcast.net,09/06/17,201
2132,juliano@msn.com,17/03/17,165
2133,juliano@msn.com,16/05/17,165
2134,fmerges@me.com,14/09/16,126
2135,fmerges@me.com,13/11/16,126
2136,erynf@verizon.net,14/01/18,123
2137,erynf@verizon.net,24/03/18,123
2138,jbuchana@yahoo.com,01/02/18,168
2139,jbuchana@yahoo.com,11/04/18,168
2140,quantaman@yahoo.com,11/10/16,96
2141,sethbrown@mac.com,11/11/16,153
2142,sethbrown@mac.com,19/01/17,153
2143,mleary@live.com,07/09/17,231
2144,mleary@live.com,06/11/17,231
2145,bdthomas@optonline.net,22/05/17,120
2146,tbmaddux@hotmail.com,09/10/18,195
2147,ribet@sbcglobal.net,18/09/17,225
2148,ribet@sbcglobal.net,17/11/17,225
2149,arebenti@icloud.com,09/10/17,153
2150,arebenti@icloud.com,17/12/17,153
2151,ducasse@msn.com,01/09/16,210
2152,ducasse@msn.com,09/11/16,210
2153,msloan@live.com,15/08/17,150
2154,msloan@live.com,14/10/17,150
2155,kobayasi@yahoo.ca,04/03/18,171
2156,kobayasi@yahoo.ca,12/05/18,171
2157,carmena@att.net,03/02/18,285
2158,carmena@att.net,04/04/18,285
2159,ozawa@live.com,26/05/17,240
2160,lydia@me.com,23/01/17,219
2161,dkasak@msn.com,30/08/16,267
2162,dkasak@msn.com,07/11/16,267
2163,jaffe@msn.com,11/12/16,177
2164,jaffe@msn.com,09/02/17,177
2165,sburke@outlook.com,30/07/18,264
2166,sburke@outlook.com,07/10/18,264
2167,vertigo@comcast.net,25/11/17,216
2168,vertigo@comcast.net,02/02/18,216
2169,pajas@att.net,29/12/16,144
2170,dalamb@hotmail.com,21/06/17,120
2171,dalamb@hotmail.com,20/08/17,120
2172,nelson@verizon.net,22/07/17,249
2173,nelson@verizon.net,20/09/17,249
2174,heckerman@comcast.net,28/06/18,108
2175,rgarcia@comcast.net,31/10/18,168
2176,cmdrgravy@verizon.net,21/05/17,195
2177,mhouston@me.com,18/04/17,126
2178,mhouston@me.com,17/06/17,126
2179,qmacro@yahoo.com,05/09/16,189
2180,qmacro@yahoo.com,04/11/16,189
2181,qrczak@aol.com,28/02/18,234
2182,jmorris@yahoo.com,14/06/18,165
2183,jmorris@yahoo.com,13/08/18,165
2184,jbarta@msn.com,01/06/17,168
2185,bmcmahon@hotmail.com,11/07/17,144
2186,bmcmahon@hotmail.com,18/09/17,144
2187,syncnine@sbcglobal.net,25/04/18,207
2188,syncnine@sbcglobal.net,24/06/18,207
2189,reeds@hotmail.com,11/09/16,174
2190,bmidd@att.net,25/02/17,126
2191,bmidd@att.net,26/04/17,126
2192,kdawson@icloud.com,15/09/16,162
2193,skaufman@comcast.net,14/09/16,234
2194,stewwy@comcast.net,28/10/18,213
2195,gemmell@optonline.net,03/08/18,273
2196,gemmell@optonline.net,02/10/18,273
2197,luebke@gmail.com,05/01/18,105
2198,isaacson@msn.com,13/10/16,294
2199,andrewik@icloud.com,07/01/18,129
2200,andrewik@icloud.com,08/03/18,129
2201,esbeck@yahoo.com,19/09/17,171
2202,esbeck@yahoo.com,18/11/17,171
2203,sthomas@yahoo.com,28/08/16,234
2204,warrior@yahoo.com,30/10/18,126
2205,uncle@comcast.net,13/10/16,114
2206,carcus@gmail.com,24/02/18,237
2207,carcus@gmail.com,04/05/18,237
2208,dpitts@att.net,20/05/18,222
2209,dpitts@att.net,19/07/18,222
2210,dodong@msn.com,25/12/16,156
2211,dodong@msn.com,23/02/17,156
2212,lukka@outlook.com,24/11/17,99
2213,bryam@optonline.net,13/04/17,96
2214,bryam@optonline.net,21/06/17,96
2215,mmccool@att.net,06/05/18,150
2216,mmccool@att.net,05/07/18,150
2217,biglou@msn.com,20/05/18,168
2218,juliano@msn.com,14/08/18,120
2219,juliano@msn.com,13/10/18,120
2220,kludge@icloud.com,20/12/16,285
2221,andrei@live.com,20/05/17,105
2222,laird@me.com,19/11/16,99
2223,laird@me.com,27/01/17,99
2224,dkrishna@yahoo.com,23/09/16,285
2225,dkrishna@yahoo.com,22/11/16,285
2226,phish@att.net,13/11/17,249
2227,phish@att.net,12/01/18,249
2228,whimsy@gmail.com,03/04/17,174
2229,whimsy@gmail.com,11/06/17,174
2230,cremonini@comcast.net,15/10/16,90
2231,cremonini@comcast.net,14/12/16,90
2232,ranasta@mac.com,18/06/17,210
2233,ranasta@mac.com,26/08/17,210
2234,earmstro@att.net,03/11/17,183
2235,gordonjcp@icloud.com,14/09/17,186
2236,gordonjcp@icloud.com,13/11/17,186
2237,evilopie@icloud.com,26/12/16,219
2238,munge@icloud.com,06/10/16,204
2239,jschauma@msn.com,19/09/16,168
2240,studyabr@me.com,18/02/18,177
2241,denton@optonline.net,18/10/17,207
2242,matty@hotmail.com,28/02/18,192
2243,matty@hotmail.com,08/05/18,192
2244,dialworld@optonline.net,28/05/17,231
2245,onestab@me.com,25/07/17,264
2246,empathy@gmail.com,26/09/17,252
2247,uraeus@msn.com,18/02/18,285
2248,geekoid@verizon.net,23/05/18,120
2249,geekoid@verizon.net,22/07/18,120
2250,rhavyn@hotmail.com,30/10/17,201
2251,rhavyn@hotmail.com,29/12/17,201
2252,fmerges@mac.com,28/06/18,252
2253,fmerges@mac.com,27/08/18,252
2254,cgreuter@outlook.com,13/12/17,300
2255,kayvonf@att.net,25/10/17,219
2256,kayvonf@att.net,24/12/17,219
2257,jelmer@outlook.com,23/01/17,192
2258,isaacson@msn.com,16/09/16,273
2259,isaacson@msn.com,15/11/16,273
2260,scitext@gmail.com,18/09/18,153
2261,crowemojo@att.net,20/09/16,132
2262,specprog@outlook.com,05/06/17,279
2263,pereinar@hotmail.com,10/02/18,162
2264,pereinar@hotmail.com,20/04/18,162
2265,slanglois@sbcglobal.net,14/09/18,171
2266,stecoop@me.com,07/02/18,111
2267,stecoop@me.com,08/04/18,111
2268,njpayne@hotmail.com,30/12/16,297
2269,njpayne@hotmail.com,09/03/17,297
2270,bruck@me.com,02/08/17,228
2271,leocharre@verizon.net,02/05/18,93
2272,heidrich@live.com,12/11/17,240
2273,heidrich@live.com,20/01/18,240
2274,sherzodr@hotmail.com,22/08/18,267
2275,mrobshaw@sbcglobal.net,08/01/18,174
2276,mrobshaw@sbcglobal.net,09/03/18,174
2277,qmacro@gmail.com,24/04/17,216
2278,seano@gmail.com,25/09/16,204
2279,miltchev@msn.com,28/08/16,105
2280,miltchev@msn.com,27/10/16,105
2281,osrin@msn.com,29/05/18,126
2282,biglou@att.net,09/02/17,135
2283,biglou@att.net,10/04/17,135
2284,rande@icloud.com,26/11/17,252
2285,mcnihil@verizon.net,31/12/17,207
2286,mcnihil@verizon.net,01/03/18,207
2287,pfitza@yahoo.ca,25/08/17,288
2288,pfitza@yahoo.ca,24/10/17,288
2289,purvis@gmail.com,29/11/17,264
2290,purvis@gmail.com,28/01/18,264
2291,petersen@att.net,14/09/16,189
2292,petersen@att.net,13/11/16,189
2293,lishoy@mac.com,27/09/16,168
2294,lishoy@mac.com,26/11/16,168
2295,luvirini@outlook.com,16/10/16,279
2296,luvirini@outlook.com,15/12/16,279
2297,bryam@yahoo.ca,14/03/18,264
2298,bryam@yahoo.ca,13/05/18,264
2299,sethbrown@mac.com,25/11/16,180
2300,sethbrown@mac.com,24/01/17,180
2301,meinkej@optonline.net,06/12/17,99
2302,meinkej@optonline.net,04/02/18,99
2303,jmmuller@mac.com,21/11/16,105
2304,jmorris@yahoo.com,04/05/18,231
2305,jmorris@yahoo.com,12/07/18,231
2306,kimvette@gmail.com,23/11/16,213
2307,kimvette@gmail.com,31/01/17,213
2308,epeeist@gmail.com,30/01/17,288
2309,esasaki@live.com,23/09/18,267
2310,meinkej@optonline.net,29/01/17,225
2311,meinkej@optonline.net,08/04/17,225
2312,dbrobins@comcast.net,11/07/17,96
2313,dbrobins@comcast.net,09/09/17,96
2314,drewf@optonline.net,28/09/16,222
2315,engelen@mac.com,15/07/18,297
2316,bescoto@sbcglobal.net,04/08/17,216
2317,bescoto@sbcglobal.net,12/10/17,216
2318,matty@yahoo.ca,19/04/17,150
2319,matty@yahoo.ca,18/06/17,150
2320,pavel@verizon.net,03/06/18,147
2321,pavel@verizon.net,11/08/18,147
2322,hyper@hotmail.com,21/01/17,141
2323,hyper@hotmail.com,31/03/17,141
2324,ardagna@yahoo.ca,06/06/18,90
2325,ardagna@yahoo.ca,05/08/18,90
2326,grothoff@outlook.com,07/07/18,207
2327,grothoff@outlook.com,05/09/18,207
2328,animats@aol.com,12/04/17,264
2329,mbalazin@comcast.net,24/03/17,99
2330,mbalazin@comcast.net,23/05/17,99
2331,loscar@me.com,17/04/17,237
2332,bdbrown@msn.com,09/10/16,270
2333,bdbrown@msn.com,17/12/16,270
2334,mcmillan@verizon.net,12/06/18,117
2335,mcmillan@verizon.net,11/08/18,117
2336,catalog@outlook.com,29/12/17,132
2337,catalog@outlook.com,27/02/18,132
2338,mosses@mac.com,11/09/17,198
2339,mosses@mac.com,19/11/17,198
2340,daveed@outlook.com,31/07/17,141
2341,daveed@outlook.com,08/10/17,141
2342,chrisk@outlook.com,26/01/17,144
2343,drezet@hotmail.com,13/01/18,117
2344,drezet@hotmail.com,14/03/18,117
2345,dobey@msn.com,22/01/17,294
2346,garyjb@comcast.net,06/10/18,114
2347,sjmuir@live.com,09/07/18,90
2348,sjmuir@live.com,07/09/18,90
2349,dawnsong@comcast.net,07/09/16,267
2350,dawnsong@comcast.net,06/11/16,267
2351,quantaman@optonline.net,28/11/17,234
2352,quantaman@optonline.net,05/02/18,234
2353,blixem@sbcglobal.net,15/12/16,240
2354,blixem@sbcglobal.net,13/02/17,240
2355,atmarks@verizon.net,02/10/16,195
2356,jsnover@hotmail.com,31/05/18,222
2357,jsnover@hotmail.com,30/07/18,222
2358,pierce@yahoo.com,22/04/18,282
2359,stecoop@yahoo.ca,02/10/16,258
2360,stecoop@yahoo.ca,01/12/16,258
2361,hllam@yahoo.ca,30/08/16,288
2362,imightb@aol.com,17/03/17,291
2363,cfhsoft@msn.com,17/08/18,219
2364,cfhsoft@msn.com,25/10/18,219
2365,jmgomez@optonline.net,21/10/18,213
2366,jguyer@mac.com,25/09/16,213
2367,crowemojo@aol.com,13/03/17,156
2368,crowemojo@aol.com,21/05/17,156
2369,wortmanj@me.com,08/04/17,216
2370,hillct@yahoo.ca,11/01/18,111
2371,kobayasi@outlook.com,06/12/16,198
2372,kobayasi@outlook.com,13/02/17,198
2373,pplinux@outlook.com,13/12/16,165
2374,pplinux@outlook.com,11/02/17,165
2375,fangorn@outlook.com,25/03/17,222
2376,fluffy@yahoo.ca,22/03/17,120
2377,rande@att.net,27/04/18,141
2378,rande@att.net,26/06/18,141
2379,feamster@optonline.net,02/10/16,183
2380,reziac@sbcglobal.net,01/03/17,96
2381,reziac@sbcglobal.net,09/05/17,96
2382,gward@comcast.net,03/09/16,90
2383,gward@comcast.net,02/11/16,90
2384,rhavyn@hotmail.com,06/10/17,150
2385,rhavyn@hotmail.com,05/12/17,150
2386,jrifkin@verizon.net,01/09/18,156
2387,phish@att.net,08/09/17,180
2388,agapow@gmail.com,20/10/16,234
2389,carroll@comcast.net,31/08/18,273
2390,carroll@comcast.net,30/10/18,273
2391,doche@comcast.net,01/07/18,207
2392,doche@comcast.net,08/09/18,207
2393,stecoop@me.com,17/03/18,297
2394,padme@sbcglobal.net,22/01/18,114
2395,scitext@live.com,23/06/17,177
2396,eegsa@gmail.com,21/03/17,96
2397,eegsa@gmail.com,20/05/17,96
2398,harpes@icloud.com,06/10/18,237
2399,gravyface@yahoo.com,30/08/18,117
2400,gravyface@yahoo.com,29/10/18,117
2401,mkearl@mac.com,23/08/18,114
2402,mkearl@mac.com,22/10/18,114
2403,demmel@live.com,23/03/17,255
2404,demmel@live.com,22/05/17,255
2405,jaesenj@comcast.net,05/04/18,300
2406,jaesenj@comcast.net,04/06/18,300
2407,hellfire@sbcglobal.net,07/04/17,285
2408,hellfire@sbcglobal.net,15/06/17,285
2409,louise@live.com,02/10/16,240
2410,louise@live.com,01/12/16,240
2411,wildfire@yahoo.ca,09/09/18,204
2412,raides@yahoo.com,16/10/16,129
2413,kimvette@gmail.com,24/08/16,111
2414,kludge@mac.com,09/09/17,267
2415,kludge@mac.com,08/11/17,267
2416,dmath@live.com,10/10/17,246
2417,dmath@live.com,09/12/17,246
2418,munson@live.com,05/06/17,255
2419,jespley@gmail.com,13/09/17,207
2420,jespley@gmail.com,21/11/17,207
2421,tkrotchko@aol.com,09/04/17,147
2422,panolex@yahoo.ca,26/08/17,264
2423,jkegl@sbcglobal.net,08/02/18,102
2424,jkegl@sbcglobal.net,18/04/18,102
2425,bjornk@msn.com,18/04/17,174
2426,bjornk@msn.com,17/06/17,174
2427,isotopian@msn.com,29/09/18,171
2428,jandrese@verizon.net,03/07/17,183
2429,parksh@comcast.net,12/06/18,108
2430,parksh@comcast.net,11/08/18,108
2431,jbryan@icloud.com,11/10/18,105
2432,graham@mac.com,17/09/18,261
2433,sfoskett@outlook.com,09/06/17,297
2434,sfoskett@outlook.com,08/08/17,297
2435,bdbrown@msn.com,02/03/17,156
2436,bdbrown@msn.com,01/05/17,156
2437,henkp@optonline.net,29/10/16,288
2438,henkp@optonline.net,28/12/16,288
2439,imightb@yahoo.ca,12/08/17,120
2440,nichoj@yahoo.com,21/09/17,294
2441,nichoj@yahoo.com,20/11/17,294
2442,kostas@mac.com,28/01/17,237
2443,andersbr@optonline.net,14/05/18,240
2444,andersbr@optonline.net,22/07/18,240
2445,duncand@me.com,13/07/18,159
2446,duncand@me.com,20/09/18,159
2447,cgarcia@live.com,02/09/17,201
2448,cgarcia@live.com,10/11/17,201
2449,darin@msn.com,05/06/18,264
2450,oster@sbcglobal.net,14/06/17,120
2451,oster@sbcglobal.net,13/08/17,120
2452,janneh@icloud.com,27/09/16,282
2453,janneh@icloud.com,26/11/16,282
2454,odlyzko@optonline.net,07/06/17,234
2455,odlyzko@optonline.net,15/08/17,234
2456,rgarton@comcast.net,15/01/17,297
2457,rgarton@comcast.net,16/03/17,297
2458,tkrotchko@att.net,01/06/18,270
2459,tkrotchko@att.net,31/07/18,270
2460,garyjb@yahoo.ca,30/06/17,111
2461,garyjb@yahoo.ca,07/09/17,111
2462,plover@outlook.com,26/02/17,132
2463,plover@outlook.com,27/04/17,132
2464,podmaster@icloud.com,18/08/18,171
